SemSort	ID	Section	PINT Cardinality	Aligned	Aligned Cardinality	Level	BT	BT_ja	DT	Desc	Desc_ja			Example Value (___)	Synt Sort	element	UBLdatatype	UBL syntax binding XPath	selectors	Code list	UBL Occurrence	CardinalityAlignment		Aligned rule	Shared rule	Codelist rule	Pooled rule
3220	ibt-143	Shared	0..1		0..1	3	Invoice line charge percentage	_____________	Percentage	"The percentage that may be used, in conjunction with the Invoice line charge base amount, to calculate the Invoice line charge amount."	______________________________________________				4120	cbc:MultiplierFactorNumeric	udt:NumericType	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:MultiplierFactorNumeric			0..1						
3200	ibt-141	Shared	1..1		1..1	3	Invoice line charge amount	_____________(___)	Amount	"The amount of a charge, without TAX."	______(___)_				4130	cbc:Amount	udt:AmountType	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:Amount			1..1				"SHARED:
[ibr-43]-Each Invoice line charge (ibg-28) MUST have an Invoice line charge amount (ibt-141)."	"CODELIST:
[ibr-cl-3]-currencyID MUST be coded using ISO code list 4217 alpha-3."	"POOLED:
[aligned-ibrp-53]-Invoice line net amount (ibt-131) MUST equal (Invoiced quantity (ibt-129) * (Item net price (ibt-146)/item price base quantity (ibt-149)) + Sum of invoice line charge amount (ibt-141) - sum of invoice line allowance amount (ibt-136)."
															4140	@currencyID	xsd:normalizedString	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:Amount/@currencyID			1..1						
3210	ibt-142	Shared	0..1		0..1	3	Invoice line charge base amount	________________	Amount	"The base amount that may be used, in conjunction with the Invoice line charge percentage, to calculate the Invoice line charge amount."	_____________________________________________				4150	cbc:BaseAmount	udt:AmountType	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:BaseAmount			0..1						
															4160	@currencyID	xsd:normalizedString	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:BaseAmount/@currencyID			1..1						
3380	ibg-31	Shared	1..1		1..1	2	ITEM INFORMATION	____		A group of business terms providing information about the goods and services invoiced.	_________________________________				4170	cac:Item	cac:ItemType	/Invoice/cac:InvoiceLine/cac:Item			1..1						
3400	ibt-154	Shared	0..1		0..1	3	Item description	____	Text	A description for an item.	____________				4180	cbc:Description	udt:TextType	/Invoice/cac:InvoiceLine/cac:Item/cbc:Description			0..n	CAR-3	CAR-3				
3390	ibt-153	Shared	1..1		1..1	3	Item name	__	Text	A name for an item.	________			_____A4_	4190	cbc:Name	udt:NameType	/Invoice/cac:InvoiceLine/cac:Item/cbc:Name			0..1	CAR-2	CAR-2		"SHARED:
[ibr-25]-Each Invoice line (ibg-25) MUST contain the Item name (ibt-153)."		
															4200	cac:BuyersItemIdentification	cac:ItemIdentificationType	/Invoice/cac:InvoiceLine/cac:Item/cac:BuyersItemIdentification			0..1						
3420	ibt-156	Shared	0..1		0..1	3	Item Buyer's identifier	________ID	Identifier	"An identifier, assigned by the Buyer, for the item."	_____________ID				4210	cbc:ID	udt:IdentifierType	/Invoice/cac:InvoiceLine/cac:Item/cac:BuyersItemIdentification/cbc:ID			1..1						
															4220	cac:SellersItemIdentification	cac:ItemIdentificationType	/Invoice/cac:InvoiceLine/cac:Item/cac:SellersItemIdentification			0..1						
3410	ibt-155	Shared	0..1		0..1	3	Item Seller's identifier	________ID	Identifier	"An identifier, assigned by the Seller, for the item."	_____________ID				4230	cbc:ID	udt:IdentifierType	/Invoice/cac:InvoiceLine/cac:Item/cac:SellersItemIdentification/cbc:ID			1..1						
															4240	cac:StandardItemIdentification	cac:ItemIdentificationType	/Invoice/cac:InvoiceLine/cac:Item/cac:StandardItemIdentification			0..1						
3430	ibt-157	Shared	0..1		0..1	3	Item standard identifier	____ID	Identifier	An item identifier based on a registered scheme.	__________________ID_				4250	cbc:ID	udt:IdentifierType	/Invoice/cac:InvoiceLine/cac:Item/cac:StandardItemIdentification/cbc:ID			1..1				"SHARED:
[ibr-64]-The Item standard identifier (ibt-157) MUST have a Scheme identifier."	"CODELIST:
[ibr-cl-21]-Item standard identifier scheme identifier MUST belong to the ISO 6523 ICD list."	
															4260	@schemeID	xsd:normalizedString	/Invoice/cac:InvoiceLine/cac:Item/cac:StandardItemIdentification/cbc:ID/@schemeID			0..1						
															4270	cac:OriginCountry	cac:CountryType	/Invoice/cac:InvoiceLine/cac:Item/cac:OriginCountry			0..1						
3480	ibt-159	Shared	0..1		0..1	3	Item country of origin	______	Code	The code identifying the country from which the item originates.	_______________				4280	cbc:IdentificationCode	udt:CodeType	/Invoice/cac:InvoiceLine/cac:Item/cac:OriginCountry/cbc:IdentificationCode		ISO3166	0..1						
															4290	cac:CommodityClassification	cac:CommodityClassificationType	/Invoice/cac:InvoiceLine/cac:Item/cac:CommodityClassification			0..n						
3450	ibt-158	Shared	0..n		0..n	3	Item classification identifier	____ID	Identifier	A code for classifying the item by its type or nature.	____________________		________________________________________________CPV_e_____UNSPSC____		4300	cbc:ItemClassificationCode	udt:CodeType	/Invoice/cac:InvoiceLine/cac:Item/cac:CommodityClassification/cbc:ItemClassificationCode			0..1				"SHARED:
[ibr-65]-The Item classification identifier (ibt-158) MUST have a Scheme identifier."	"CODELIST:
[ibr-cl-13]-Item classification identifier identification scheme MUST be coded using one of the UNTDID 7143 list."	
3460	ibt-158-1	Shared	1..1		1..1	4	Scheme identifier	____ID	_	The identification scheme shall be chosen from the entries in UNTDID 7143 [6].	____ID_______ID__UNTDID 7143______________	"An item classification identifier has a mandatory scheme attribute. The value shall be chosen from UN/CEFACT code list 7143, D.16B.__Source: https://docs.peppol.eu/poacc/billing/3.0/bis/#_item_classification_identifier_"	"__________________________UN/CEFACT______7143_D.16B____________
UNTDID[6]__EN 16931-1United_Bibliography_____________ Nations Trade Data Interchange Directory (UNTDID)http://www.unece.org/fileadmin/DAM/trade/untdid/d16b/tred/tredi2.htm"		4310	@listID	xsd:normalizedString	/Invoice/cac:InvoiceLine/cac:Item/cac:CommodityClassification/cbc:ItemClassificationCode/@listID		UNCL7143	0..1	CAR-2	CAR-2				
3470	ibt-158-2	Shared	0..1		0..1	4	Scheme version identifier	__________ID	_	The version of the identification scheme.	___________				4320	@listVersionID	xsd:normalizedString	/Invoice/cac:InvoiceLine/cac:Item/cac:CommodityClassification/cbc:ItemClassificationCode/@listVersionID			0..1						
3310	ibg-30	Aligned	0..n	Aligned	1..n	2	LINE TAX INFORMATION	_________		A group of business terms providing information about the TAX applicable for the goods and services invoiced on the Invoice line.	_________________________________________________		________________		4330	cac:ClassifiedTaxCategory	cac:TaxCategoryType	/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory			0..n						
3320	ibt-151	Aligned	1..1		1..1	3	Invoiced item TAX category code	_________________	Code	The TAX category code for the invoiced item.	_______________________			S	4340	cbc:ID	udt:IdentifierType	/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:ID		UNCL535	0..1	CAR-2	CAR-2	"[aligned-ibrp-5-jp]-Each Invoice line (ibg-25) MUST be categorized with an Invoiced item tax category code (ibt-151) and Invoiced item tax rate (ibt-152)..
[aligned-ibrp-e-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Exempt from tax"" MUST contain exactly one tax breakdown (ibg-23) with the tax category code (ibt-118) equal to ""Exempt from tax"".
[aligned-ibrp-e-5]-In an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Exempt from tax"", the Invoiced item tax rate (ibt-152) MUST be  (zero).
[aligned-ibrp-g-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Export"" MUST contain in the tax breakdown (ibg-23) exactly one tax category code (ibt-118) equal with ""Export"".
[aligned-ibrp-g-5]-In an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Export"" the Invoiced item tax rate (ibt-152) MUST be  (zero).
[aligned-ibrp-o-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Not subject to tax"" MUST contain exactly one tax breakdown group (ibg-23) with the tax category code (ibt-118) equal to ""Not subject to tax"".
[aligned-ibrp-o-5]-An Invoice line (ibg-25) where the tax category code (ibt-151) is ""Not subject to tax"" MUST not contain an Invoiced item tax rate (ibt-152)."			"POOLED:
[aligned-ibrp-5]-Each Invoice line (ibg-25) MUST be categorized with an Invoiced item tax category code (ibt-151).
[aligned-ibrp-ae-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Reverse charge"" MUST contain in the tax Breakdown (ibg-23) exactly one tax category code (ibt-118) equal with ""Tax reverse charge"".
[aligned-ibrp-ae-2]-An Invoice that contains an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Reverse charge"" MUST contain the Seller tax Identifier (ibt-31), the Seller Tax registration identifier (ibt-32) and/or the Seller tax representative tax identifier (ibt-63) and the Buyer tax identifier (ibt-48) and/or the Buyer legal registration identifier (ibt-47).
[aligned-ibrp-ae-5]-In an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Reverse charge"" the Invoiced item tax rate (ibt-152) MUST be  (zero).
[aligned-ibrp-ae-8]-For each different value of tax category rate (ibt-119) where the tax category code (ibt-118) is """"Reverse charge"", the tax category taxable amount (ibt-116) in a tax breakdown (ibg-23) MUST equal the sum of Invoice line net amounts (ibt-131) plus the sum of document level charge amounts (ibt-99) minus the sum of document level allowance amounts (ibt-92) where the tax category code (ibt-151, ibt-12, ibt-95) is ""Standard rated"" and the tax rate (ibt-152, ibt-13, ibt-96) equals the tax category rate (ibt-119).
[aligned-ibrp-e-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Exempt from tax"" MUST contain exactly one tax breakdown (ibg-23) with the tax category code (ibt-118) equal to ""Exempt from tax"".
[aligned-ibrp-e-2]-An Invoice that contains an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Exempt from tax"" MUST contain the Seller tax Identifier (ibt-31), the Seller tax registration identifier (ibt-32) and/or the Seller tax representative tax identifier (ibt-63).
[aligned-ibrp-e-5]-In an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Exempt from tax"", the Invoiced item tax rate (ibt-152) MUST be  (zero).
[aligned-ibrp-e-8]-In a tax breakdown (ibg-23) where the tax category code (ibt-118) is ""Exempt from tax"" the tax category taxable amount (ibt-116) MUST equal the sum of Invoice line net amounts (ibt-131) minus the sum of Document level allowance amounts (ibt-92) plus the sum of Document level charge amounts (ibt-99) where the tax category codes (ibt-151, ibt-95, ibt-12) are ""Exempt from tax"".
[aligned-ibrp-g-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Export"" MUST contain in the tax breakdown (ibg-23) exactly one tax category code (ibt-118) equal with ""Export"".
[aligned-ibrp-g-2]-An Invoice that contains an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Export"" MUST contain the Seller tax Identifier (ibt-31) or the Seller tax representative tax identifier (ibt-63).
[aligned-ibrp-g-5]-In an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Export"" the Invoiced item tax rate (ibt-152) MUST be  (zero).
[aligned-ibrp-g-8]-In a tax breakdown (ibg-23) where the tax category code (ibt-118) is ""Export"" the tax category taxable amount (ibt-116) MUST equal the sum of Invoice line net amounts (ibt-131) minus the sum of Document level allowance amounts (ibt-92) plus the sum of Document level charge amounts (ibt-99) where the tax category codes (ibt-151, ibt-95, ibt-12) are ""Export"".
[aligned-ibrp-ic-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, BT-95 or BT-12) is ""Intra-community supply"" MUST contain in the tax breakdown (ibg-23) exactly one tax category code (ibt-118) equal with ""Intra-community supply"".
[aligned-ibrp-ic-2]-An Invoice that contains an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Intra-community supply"" MUST contain the Seller tax Identifier (ibt-31) or the Seller tax representative tax identifier (ibt-63) and the Buyer tax identifier (ibt-48).
[aligned-ibrp-ic-5]-In an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Intracommunity supply"" the Invoiced item tax rate (ibt-152) MUST be  (zero).
[aligned-ibrp-ic-8]-In a tax breakdown (ibg-23) where the tax category code (ibt-118) is ""Intra-community supply"" the tax category taxable amount (ibt-116) MUST equal the sum of Invoice line net amounts (ibt-131) minus the sum of Document level allowance amounts (ibt-92) plus the sum of Document level charge amounts (ibt-99) where the tax category codes (ibt-151, BT-95, BT-12) are ""Intra-community supply"".
[aligned-ibrp-o-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Not subject to tax"" MUST contain exactly one tax breakdown group (ibg-23) with the tax category code (ibt-118) equal to ""Not subject to tax"".
[aligned-ibrp-o-2]-An Invoice that contains an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Not subject to tax"" MUST not contain the Seller tax identifier (ibt-31), the Seller tax representative tax identifier (ibt-63) or the Buyer tax identifier (ibt-48).
[aligned-ibrp-o-5]-An Invoice line (ibg-25) where the tax category code (ibt-151) is ""Not subject to tax"" MUST not contain an Invoiced item tax rate (ibt-152).
[aligned-ibrp-o-8]-In a tax breakdown (ibg-23) where the tax category code (ibt-118) is "" Not subject to tax"" the tax category taxable amount (ibt-116) MUST equal the sum of Invoice line net amounts (ibt-131) minus the sum of Document level allowance amounts (ibt-92) plus the sum of Document level charge amounts (ibt-99) where the tax category codes (ibt-151, ibt-95, ibt-12) are ""Not subject to tax"".
[aligned-ibrp-o-12]-An Invoice that contains a tax breakdown group (ibg-23) with a tax category code (ibt-118) ""Not subject to tax"" MUST not contain an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is not ""Not subject to tax"".
[aligned-ibrp-s-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Standard rated"" MUST contain in the tax breakdown (ibg-23) at least one tax category code (ibt-118) equal with ""Standard rated"".
[aligned-ibrp-s-2]-An Invoice that contains an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Standard rated"" MUST contain the Seller tax Identifier (ibt-31), the Seller tax registration identifier (ibt-32) and/or the Seller tax representative tax identifier (ibt-63).
[aligned-ibrp-s-5]-In an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Standard rated"" the Invoiced item tax rate (ibt-152) MUST be greater than zero.
[aligned-ibrp-s-8]-For each different value of tax category rate (ibt-119) where the tax category code (ibt-118) is ""Standard rated"", the tax category taxable amount (ibt-116) in a tax breakdown (ibg-23) MUST equal the sum of Invoice line net amounts (ibt-131) plus the sum of document level charge amounts (ibt-99) minus the sum of document level allowance amounts (ibt-92) where the tax category code (ibt-151, ibt-12, ibt-95) is ""Standard rated"" and the tax rate (ibt-152, ibt-13, ibt-96) equals the tax category rate (ibt-119).
[aligned-ibrp-z-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Zero rated"" MUST contain in the tax breakdown (ibg-23) exactly one tax category code (ibt-118) equal with ""Zero rated"".
[aligned-ibrp-z-2]-An Invoice that contains an Invoice line where the Invoiced item tax category code (ibt-151) is ""Zero rated"" MUST contain the Seller tax Identifier (ibt-31), the Seller tax registration identifier (ibt-32) and/or the Seller tax representative tax identifier (ibt-63).
[aligned-ibrp-z-5]-In an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Zero rated"" the Invoiced item tax rate (ibt-152) MUST be  (zero).
[aligned-ibrp-z-8]-In a tax breakdown (ibg-23) where tax category code (ibt-118) is ""Zero rated"" the tax category taxable amount (ibt-116) MUST equal the sum of Invoice line net amount (ibt-131) minus the sum of Document level allowance amounts (ibt-92) plus the sum of Document level charge amounts (ibt-99) where the tax category codes (ibt-151, ibt-95, ibt-12) are ""Zero rated""."
